tweet_id,location,location_true
ID_910713702969745408,Mexico City,Mexico City
ID_910714693026701312,Mexico City,Mexico City
ID_910715266723483648,Mexico,Mexico
ID_910717444628598784,Mexico,Mexico
ID_910717644017303552,Mexico City,Mexico City
ID_910718009727209472,Mexico City,Mexico
ID_910719187504394240,Puerto Rico San Juan,Puerto Rico San Juan
ID_910720128077189120,Mexicos Morelos Puebla,Mexico Mexicos Morelos Puebla
ID_910720771437215744,Puerto Rico,Puerto Rico
ID_910723415769862144,Mexico,Mexico
ID_910724659712212992,Mexico,Mexico
ID_910724667131990016,Dominica,Dominica
ID_910725478390022144,Mexico City,Mexico
ID_910729984783855616,mexico,mexico
ID_910736438148419584,Mexico,Mexico
ID_910736673025093632,Puerto Rico,Puerto Rico
ID_910737929194037248,Mexico,Mexico
ID_910738575938822144,Mexicos,Mexicos
ID_910740304797593600,Mexico,Mexico
ID_910741049957584896,Mexico,Mexico
ID_910742534678351872,mexico,mexico
ID_910744990636224512,Mexico mexico,Mexico
ID_910746454515503104,Mexico City,Mexico City
ID_910747823250931712,Mexico City,Mexico City
ID_910752059556691968,MexicoCity,Mexico
ID_910754444245118976,Mexico City,Mexico City
ID_910755189673517056,Puerto Rico,Puerto Rico
ID_910756559638036480,Mexico,Mexico
ID_910770903343972352,Mexico City,Mexico City
ID_910775500150382592,LA Mexico,Mexico
ID_910778501430697984,Mexico,Mexico
ID_910784890614009856,Mexico,Mexico
ID_910785629633630208,Mexico NY PR,Mexico
ID_910792764589305856,Mexico,Mexico
ID_910804426440372224,Mexico usa,Mexico
ID_910804634314399744,Kansas Mexico City,Kansas City Mexico City
ID_910813014739230720,Mexico City,Mexico City
ID_911549177523589120,Puerto Rico,Puerto Rico
ID_911554672804147200,Puerto Rico,Puerto Rico
ID_911567124799348736,American Durham NC Puerto Rican,Durham NC
ID_911595133258178560,Puerto Rico usa,Puerto Rico
ID_911597108872073216,PuertoRico,PuertoRico
ID_911621950547615744,mexico,mexico
ID_911624575049400320,MEXICO NC NE,MEXICO
ID_911629818671669248,Virgin Islands,British Virgin Islands
ID_911634328215543808,puertorico,puertorico
ID_911638400175878144,Unknown,Turks and Caicos
ID_911645122353385472,Puerto Rico,Puerto Rico
ID_911646951581523968,Puerto Rico Puerto Ricos,Puerto Ricos
ID_911656052181016576,Israel Mexico,Israel
ID_911656414556282880,Mexico,Mexico
ID_911665054654750720,Mexico,Mexico
ID_911667199252758528,Puerto Rico PuertoRico,PuertoRico
ID_911672687289913344,Mexico México,Mexico
ID_911688751386112000,CDMX Mexico,CDMX Mexico
ID_911691054566531072,Mexico,Mexico
ID_911696373032062976,Mexico Ottawa,Mexico Ottawa
ID_911701866970525696,Puerto Rico puerto,Puerto Rico puertoRico
ID_911702486695792640,Mexico México,Mexico
ID_911705151932469248,Mexico,Mexico CIty
ID_911710108094226432,Mexico,Mexico
ID_911713536342155264,Caribbean Puerto Rico,Caribbean Puerto Rico
ID_911717081422323712,Mexico,Mexico
ID_911719248669507584,Mexico City,Mexico
ID_911726497551065088,Puerto Rico,Puerto Rico἟5἟7Has
ID_911732116026679296,Mexico,Mexico
ID_911733512079855616,Mexicos,Mexicos
ID_911735613782667264,PR PuertoRico,Jayuya PuertoRico Zamas
ID_911742022079455232,Mexico,Mexico
ID_911746243881312256,PuertoRico,Humacao PuertoRico​.
ID_911748493361811456,Mexico,Mexico
ID_911757952213807104,Dominica,Dominica
ID_911774811143188480,Mexico City,Mexico City
ID_911776987122929664,Puerto Rico,Puerto Rico
ID_911784626691047424,Mexico,Mexico
ID_911828680078512128,Mexico City,Mexico
ID_911831029748518912,Mexico,Mexico
ID_911839965159575552,Mexico japan,Mexico
ID_911844617234059264,LA Mexico City,Mexico City
ID_911873646775255040,Unknown,Hong Kong
ID_911882316078813184,Mexico,Mexico
ID_911913348517810176,Puerto Rico,Puerto Rico
ID_911948067104067584,Puerto Rico,Puerto Rico
ID_911951701766279168,Mexico,Mexico
ID_911961735149518848,Puerto Rico U.S.,Puerto Rico U.S.
ID_911972113950609408,Puerto Rico,Puerto Rico
ID_911974703211978752,Puerto Rico PuertoRico,Puerto Rico PuertoRico
ID_911974830479757312,Mexico,Condesa
ID_911976353104265216,Mexico City,Mexico City
ID_911996623315783680,FL Mexico Puerto Rico TX US VA Virginia,FL Mexico Puerto Rico TX
ID_911999552613441536,Mexico City,Mexico City
ID_912000594784681984,Germany Japan Mexico,Germany Japan Mexico Panama Peru
ID_912015291802103808,Mexicos,Mexico Mexicos
ID_912065806669934592,Mexico,Mexico
ID_912078087868776448,Dominica Puerto Rico,Dominica Puerto Rico
ID_912078871461335040,Mexico,Mexico
ID_912086026968899584,Mexico,Mexico
ID_912087866137866240,Houston San Juans,San Juans
ID_912088036229259264,Mexico,Ayutla Mexico
ID_912088578276159488,Mexico City,Mexico City
ID_912092660059508736,Mexico City,Mexico Mexico City
ID_912094772155822080,PR PuertoRico,PuertoRico
ID_912095234338754560,PR,PR
ID_912107520340238336,PR Puerto Rico,Puerto Rico
ID_912124173698211840,Dominica Puerto Rico,Dominica Puerto Rico
ID_912124233525944320,Mexico City mexico,Mexico
ID_912135344862126080,Mexico,Mexico
ID_912156867232653312,Canada Mexico Morelos Victoria,Canada Mexico Morelos Vancouver
ID_912176893528592384,American PuertoRico,PuertoRico
ID_912179849707503616,Unknown,Loiza
ID_912183268577071104,NC,PONCE
ID_912193322126585856,Puerto Rico,Puerto Rico
ID_912195797772517376,Puerto Rico,Puerto Rico
ID_912196348958588928,Puerto Rico,Puerto Rico
ID_912206788841365504,Dominica Palestine,Dominica Palestine
ID_912211328990797824,PuertoRico,PuertoRico
ID_912245728893915136,American Puerto Rico,Puerto Rico
ID_912247557224648704,NC US,Currituck County Dare County NC
ID_912264781536665600,Mexico City,Mexico Mexico City
ID_912267672372629504,Puerto Rico,Puerto Rico
ID_912272394974265344,PUERTO RICO,PUERTO RICO
ID_912276871949180928,MEXICO Mexico PA,Mexico
ID_912277165386768384,Puerto Rico,Puerto Rico
ID_912278933202227200,Mexico,Mexico
ID_912287091026997248,Dominica,Dominica
ID_912287962666332160,FL Miami Puerto Rico,Puerto Rico
ID_912293738076164096,Israel Mexico mexico,Mexico
ID_912297841896325120,Beaufort,Beaufort
ID_912299307050573824,Mexico PR USA,Mexico
ID_912299591097298944,Puerto Rico,Puerto Rico
ID_912313500831281152,France Puerto Rico Puerto Ricos,Puerto Ricos
ID_912314490351431680,PuertoRico,PuertoRico
ID_912314925858488320,Puerto Rico,Puerto Rico
ID_912317963285475328,Unknown,Hatteras Island
ID_912320518765858816,Puerto,Puerto
ID_912322799037042688,Mexico usa,Mexico
ID_912323224083615744,Mexico,Mexico
ID_912326672807899136,Mexico City,Mexico
ID_912332102280114176,Dominica,Dominica
ID_912334268273168384,NY Puerto Rico,Puerto Rico
ID_912334768192262144,Mexico,Mexico
ID_912354634265616384,Caribbean US,USVirginIslands
ID_912356979238203392,Puerto Rico US,Puerto Rico
ID_912361186313801728,PuertoRico,PuertoRico
ID_912362540612558848,PR,PR
ID_912363705521905664,Mexicos,Mexicos
ID_912364624426672128,Mexico,Mexico
ID_912372419733618688,Puerto Rico,Puerto Rico
ID_912375775835377664,Puerto Rico puertorico,Puerto Rico
ID_912376284365369344,Mexico,Atlixco
ID_912381942368165888,Dominica US,Dominica
ID_912402924575305728,Puerto Rico,Puerto Rico
ID_912403188237651968,PuertoRico US,PuertoRico
ID_912403360581595136,Puerto Rico,Puerto Rico
ID_912418902910566400,Puerto Rico,Puerto Rico
ID_912424911930630144,Japan Mexico,Mexico
ID_912425509216063488,Puerto Rico PuertoRico,Puerto Rico PuertoRico
ID_912426717888892928,Canada Mexico,Mexico
ID_912432135352537088,PuertoRico SanJuan,PuertoRico SanJuan
ID_912445527781806080,Mexicos,Mexicos
ID_912452702189375488,Mexico,Mexico
ID_912456273249079296,Las Vegas PuertoRico,Las Vegas PuertoRico
ID_912457559772209152,Mexico,Mexico
ID_912461989087236096,Puerto Rico,Puerto Rico
ID_912463081447608320,PuertoRico,PuertoRico
ID_912466561449037824,PuertoRico,PuertoRico
ID_912950828239122432,Mexico,Mexico
ID_912963737363021824,Mexico Oaxaca,Mexico Oaxaca
ID_912970229470388224,Puerto Rico US,Puerto Rico US
ID_912980965659693056,Puerto Rico,Puerto Rico
ID_912992935255396352,Dominica,Dominica
ID_912994342930849792,Mexico City,Mexico City
ID_912999826438152192,PR,PR
ID_913000732479107072,Puerto Rico,Puerto Rico
ID_913011290012037120,Mexico,Mexico
ID_913011423290195968,Puerto Rico,Puerto Rico
ID_913026275526180864,PuertoRico US,PuertoRico
ID_913026646462083072,Mexico Texas,Mexico Texas
ID_913033759397642240,Mexico City,Mexico City
ID_913050856240672768,Mexico,Mexico
ID_913053124277018624,Arecibo Puerto Rico,Arecibo Observatory Puerto Rico
ID_913059002862505984,PR Puerto Rico,Puerto Rico
ID_913063568232243200,Puerto Rico PuertoRico,Puerto Rico
ID_913089233455390720,Puerto Rico,Puerto Rico
ID_913090075776491520,DominicanRepublic,DominicanRepublic
ID_913098221307727872,Carolinas,Carolinas
ID_913117876982370304,puertorico,puertorico
ID_913129065317466112,Puerto Rico PuertoRico US Virgin Islands,Puerto Rico Virgin Islands
ID_913129390547931136,puertorico,puertorico
ID_913131705074114560,Puerto Rico,Puerto Rico
ID_913149049624244224,Puerto Rico Puerto Ricos,Puerto Ricos
ID_913178966827130880,CA Puerto Rico,Puerto Rico
ID_913186608794492928,NE PR Puerto Rican,Puerto Rican
ID_913187481054523392,Unknown,Porto Rico
ID_913190717391904768,CA LA NE PUERTO RICO,Magdaleno PUERTO RICO
ID_913214803048415232,PR PuertoRico,PuertoRico
ID_913225453741248512,Puerto Rico,Puerto Rico
ID_913227237398376448,Puerto Rico,Puerto Rico
ID_913236331374903296,Puerto Rico,Puerto Rico
ID_913239991001563136,Hawaii PR PuertoRico US,Hawaii- PR PuertoRico US
ID_913243861430013952,Unknown,Martinique
ID_913250562740600832,Puerto Rico,Puerto Rico
ID_913267317659668480,North Carolina,North Carolina
ID_913277745043578880,Puerto Rico,Puerto Rico
ID_913301681466740736,Puerto Rico,Puerto Rico
ID_913341422836883456,GA puertorico,puertorico
ID_913364108992491520,American FL PuertoRico,PuertoRico
ID_913366359194656768,American Puerto Rico,Puerto Rico
ID_913398745563373568,PuertoRico USA,PuertoRico USA
ID_913413595131633664,American PuertoRico,PuertoRico
ID_913424297212948480,Carolina Puerto Rico SC,Coastal Carolina University Puerto Rico
ID_913583959631687680,Puerto Rico,Cerro de Punta Puerto Rico
ID_913592859932217344,Pittsburgh San Juan,San Juan
ID_913693807727783936,PuertoRico,PuertoRico
ID_913790494009970688,Puerto Rico SC US,Puerto Rico
ID_913803179778768896,Puerto Rico puertorico,Puerto Rico puertorico
ID_913810464685137920,Boston Puerto Rico,Puerto Rico
ID_913822449388711936,PuertoRico,PuertoRico
ID_913832438824136704,Puerto Rico,Puerto Rico
ID_913833895770120192,Puerto Rico,Puerto Rico
ID_913844147752194048,Puerto Rico US,Puerto Rico
ID_913846824452149248,PuertoRico,PuertoRico
ID_913852993065439232,Puerto Rico,Puerto Rico
ID_913854535298420736,CA PuertoRico,PuertoRico
ID_913880080216182784,PuertoRico,PuertoRico
ID_913894924931801088,Puerto Rico,Puerto Rico
ID_913904413852487680,PuertoRico,PuertoRico
ID_913928659811135488,Unknown,New Britain Waterbury
ID_913966482647785472,PuertoRico,PuertoRico
ID_913970828215189504,Atlanta PuertoRico,Atlanta PuertoRico
ID_913985824328384512,Puerto Rico,Puerto Rico
ID_914124422088232960,Puerto Rico Puerto Ricos US,Puerto Ricos
